query_id,cardinality
618,262
619,3061185
620,252
621,35866
622,1592439
623,906283
624,349038
625,17381059
626,280882
627,3402867
628,61622
629,2194423
630,3816851
631,874455
632,103481
633,4212812
634,7595206
635,354402
636,322
637,983309
638,540871
639,153
640,1046213
641,2705825
642,10151195
643,102
644,838307
645,38929
646,12
647,74
648,163999
649,250
650,389740
651,576
652,1933353
653,137246
654,3836539
655,249
656,11989964
657,1669278
658,249
659,14608201
660,576039
661,59302
662,1084279
663,1026628
664,20646906
665,1115
666,732483
667,1792590
668,324652
669,338162
670,1073851
671,172
672,10288570
673,34159
674,2127207
675,12386
676,21501959
677,7735
678,1542018
679,2166613
680,163593316
681,6153075
682,1888567
683,2536
684,521432
685,5309605
686,13333711
687,562826
688,493423
689,40550
690,594915
691,2556096
692,976996
693,487395
694,600
695,358377
696,315569
697,1761973
698,3623
699,476126
700,103
701,2078737
702,2228132
703,1359865
704,1416252
705,173
706,2190002
707,844155
708,4221
709,2
710,667071
711,207690
712,249
713,11372
714,1395838
715,5446833
716,3005
717,2668119
718,103
719,983675
720,307370
721,11651
722,249
723,23505
724,345854
725,257446
726,6256992
727,344677
728,103
729,133607
730,24
731,1506521
732,101
733,147466
734,1303322
735,62014
736,3256495
737,2952321
738,2645329
739,13233
740,127285
741,49
742,568693
743,557153
744,122886
745,153
746,14317948
747,30792
748,774455
749,53
750,11063
751,848890
752,10096156
753,201849
754,18612
755,53
756,1209325
757,118
758,194648
759,64227
760,1036741
761,30326499
762,117445
763,103
764,435318
765,379091
766,249
767,249
768,294931
769,1808077
770,19
771,137689
772,246696
773,26776
774,2
775,26774
776,282887
777,10099
778,7350157
779,19666
780,3739420
781,32570
782,2110503
783,573
784,79
785,10782
786,9280991
787,878
788,448874
789,797347
790,27492
791,50
792,2741755
793,3288806
794,177396
795,163248
796,5520370
797,1373206
798,495
799,249
800,65290
801,6862547
802,469711
803,44740
804,251226
805,137
806,7323
807,12545051
808,24
809,31162114
810,353020
811,482
812,11688814
813,942145
814,767406
815,41841
816,661559
817,92266
818,1329826
819,260100
820,2208
821,2156
822,326045
823,101
824,9278284
825,8346
826,495
827,48406
828,35962302
829,252
830,153463
831,3346646
832,2379820
833,1478
834,31448
835,266313
836,281
837,97
838,3979071
839,495
840,23508
841,542285
842,27764
843,1248272
844,336
845,1970312
846,435332
847,24190370
848,2305
849,18553232
850,23684
851,52
852,96
853,749705
854,249
855,236998
856,114180
857,425552
858,51861652
859,24404347
860,786705
861,3995675
862,31827
863,495
864,165433
865,1947
866,17532
867,249
868,53
869,3735457
870,3841076
871,605668
872,3735251
873,453198
874,1070549
875,18678093
876,10058432
877,153918
878,49
879,2153990
880,468969
881,631
882,1049167
883,103
884,894681
885,359711
886,4430645
887,6548750
888,9757
889,137245
890,780993
891,5893168
892,5102
893,61139
894,249
895,1005265
896,49
897,153
898,412512
899,657
900,1585291
901,192
902,249
903,92029
904,121006
905,2252821
906,11396054
907,84
908,432
909,86622
910,150121983
911,7738
912,4497566
913,1062046
914,50422
915,1390
916,416
917,8979988
918,1
919,22
920,155185
921,25571
922,26782
923,1933444
924,8724
925,419055
926,249
927,252
928,322
929,285502
930,6
931,2168346
932,433
933,874459
934,4493194
935,4111106
936,15732487
937,1882010
938,2263892
939,7846535
940,4529
941,1463707
942,4444
943,43724865
944,107
945,184599
946,163973
947,10313
948,18756991
949,395930
950,108169
951,1395610
952,1408784
953,7716496
954,32908
955,2124706
956,8562835
957,17762596
958,885508
959,252
960,171739
961,1478
962,428443
963,349250
964,1248253
965,630716
966,2926196
967,93463
968,8415662
969,183552
970,249
971,1164397
972,495
973,1101113
974,68742
975,1248
976,1493542
977,250270
978,1630722
979,298
980,83620
981,692714
982,166
983,2508
984,180
985,584
986,60
987,450971
988,17771358
989,102468
990,51
991,1700941
992,1078719
993,358123
994,38085
995,3288498
996,8665344
997,24793
998,117990
999,14684
1000,14131882
1001,3576001
1002,60391955
1003,599910
1004,2545195
1005,4955555
1006,5196
1007,7239
1008,46610
1009,3226808
1010,625064
1011,31390873
1012,2272127
1013,271
1014,33036723
1015,3969057
1016,1445788
1017,1922048
1018,489530
1019,1471558
1020,182678
1021,427619
1022,15866259
1023,73
1024,4699
1025,8557
1026,633253
1027,408973
1028,30548
1029,1453462
1030,12328427
1031,141715
1032,825993
1033,319826
1034,323798
1035,123
1036,26
1037,3550924
1038,75753
1039,326762
1040,6510489
1041,14751
1042,495
1043,183
1044,66266
1045,2253520
1046,49
1047,3610
1048,2741700
1049,1
1050,3759247
1051,11291
1052,3942636
1053,32291
1054,10605798
1055,5659668
1056,3507109
1057,91162
1058,53817
1059,1
1060,1418571
1061,528136
1062,445006
1063,4707
1064,137
1065,19059116
1066,91104
1067,3113622
1068,4096
1069,13049411
